Interface eth0 has index 2
uplink 13.902000 delivery 51 355
downlink 13.915000 delivery 44 82
downlink 14.015000 delivery 79 232
downlink 14.015000 delivery 79 234
downlink 14.015000 delivery 78 216
downlink 14.015000 delivery 50 82
downlink 14.015000 delivery 50 82
downlink 14.098000 delivery 78 160
downlink 14.098000 delivery 61 82
downlink 14.176000 delivery 44 82
downlink 14.214000 delivery 21 82
downlink 14.284000 delivery 41 82
downlink 14.347000 delivery 54 82
downlink 14.347000 delivery 31 92
downlink 14.407000 delivery 53 82
uplink 14 1863 / 66332 = 2.8 % 1863 
downlink 14 2882 / 24514 = 11.8 % 2964 
downlink 14.467000 delivery 56 82
downlink 14.517000 delivery 51 82
downlink 14.657000 delivery 80 82
downlink 14.657000 delivery 43 60
downlink 14.657000 delivery 24 82
downlink 14.710000 delivery 21 82
downlink 14.783000 delivery 40 82
downlink 14.893000 delivery 31 60
downlink 14.943000 delivery 22 82
downlink 14.943000 delivery 22 82
downlink 14.943000 delivery 22 82
uplink 14.976000 delivery 64 66
downlink 15.019000 delivery 81 110
downlink 15.019000 delivery 54 82
uplink 15.044000 limbodelivery 132 1442
uplink 15.044000 delivery 132 689
downlink 15.068000 delivery 48 160
downlink 15.138000 delivery 73 92
downlink 15.138000 delivery 62 82
downlink 15.208000 delivery 51 92
downlink 15.208000 delivery 43 60
downlink 15.208000 delivery 25 82
downlink 15.208000 delivery 25 82
downlink 15.268000 delivery 25 82
downlink 15.328000 delivery 44 60
uplink 15 2197 / 31724 = 6.9 % 2197 
downlink 15 1842 / 24514 = 7.5 % 1678 
downlink 15.763000 delivery 75 82
downlink 15.763000 delivery 75 82
downlink 15.763000 delivery 75 82
downlink 15.763000 delivery 75 82
downlink 15.763000 delivery 75 82
downlink 15.763000 delivery 75 82
downlink 15.763000 delivery 75 82
downlink 15.838000 delivery 40 82
downlink 15.838000 delivery 40 82
downlink 15.838000 delivery 23 92
downlink 15.908000 delivery 55 82
downlink 15.978000 delivery 72 92
downlink 15.978000 delivery 71 234
downlink 15.978000 delivery 68 82
uplink 15.992000 delivery 34 107
uplink 16.018000 delivery 36 66
uplink 16.056000 limbodelivery 74 1442
uplink 16.056000 delivery 74 462
downlink 16.063000 delivery 71 82
downlink 16.063000 delivery 43 160
downlink 16.063000 delivery 27 82
downlink 16.156000 delivery 26 82
downlink 16.329000 delivery 88 82
downlink 16.329000 delivery 88 82
downlink 16.329000 delivery 52 86
uplink 16 2077 / 28840 = 7.2 % 2077 
downlink 16.494000 delivery 52 82
downlink 16.494000 delivery 52 82
downlink 16.494000 delivery 52 82
downlink 16 2222 / 18746 = 11.9 % 2222 
downlink 16.599000 delivery 80 82
downlink 16.599000 delivery 29 82
downlink 16.644000 delivery 28 60
downlink 16.684000 delivery 54 82
downlink 16.684000 delivery 28 92
downlink 16.759000 delivery 73 82
downlink 16.797000 delivery 51 82
downlink 16.840000 delivery 44 82
downlink 16.885000 delivery 50 82
downlink 16.981000 delivery 74 82
downlink 17.058000 delivery 40 82
downlink 17.058000 delivery 38 160
uplink 17.148000 delivery 99 66
downlink 17.167000 delivery 38 82
downlink 17.167000 delivery 38 82
uplink 17.197000 limbodelivery 148 1442
uplink 17.197000 delivery 148 805
downlink 17.197000 delivery 20 60
downlink 17.237000 delivery 53 82
downlink 17.265000 delivery 25 82
downlink 17.298000 delivery 45 60
downlink 17.298000 delivery 42 60
downlink 17.333000 delivery 38 82
downlink 17.394000 delivery 26 82
uplink 17 2313 / 25956 = 8.9 % 2313 
downlink 17 1722 / 34608 = 5.0 % 1886 
downlink 17.485000 delivery 23 82
downlink 17.485000 delivery 23 82
downlink 17.629000 delivery 45 82
downlink 17.629000 delivery 39 82
downlink 17.778000 delivery 38 82
downlink 17.778000 delivery 38 82
downlink 17.944000 delivery 38 82
downlink 17.944000 delivery 38 82
downlink 17.944000 delivery 38 82
downlink 17.984000 delivery 23 82
downlink 18.079000 delivery 59 160
downlink 18.079000 delivery 51 82
uplink 18.102000 delivery 30 87
uplink 18.142000 delivery 26 66
uplink 18.162000 limbodelivery 46 1442
uplink 18.162000 delivery 46 690
downlink 18.204000 delivery 77 82
downlink 18.204000 delivery 36 92
downlink 18.204000 delivery 36 234
downlink 18.204000 delivery 21 82
uplink 18.288000 delivery 36 66
uplink 18.288000 delivery 36 974
downlink 18.330000 delivery 91 82
downlink 18.405000 delivery 72 82
uplink 18 3325 / 60564 = 5.5 % 3325 
downlink 18 1716 / 31724 = 5.4 % 1798 
downlink 18.483000 delivery 21 82
downlink 18.483000 delivery 21 82
downlink 18.483000 delivery 21 82
downlink 18.556000 delivery 27 82
downlink 18.656000 delivery 38 60
downlink 18.656000 delivery 29 82
downlink 18.734000 delivery 46 82
downlink 18.784000 delivery 67 82
downlink 18.809000 delivery 21 82
downlink 18.859000 delivery 21 82
downlink 18.947000 delivery 72 60
downlink 18.947000 delivery 30 92
downlink 19.078000 delivery 58 160
downlink 19.113000 delivery 53 82
downlink 19.113000 delivery 53 82
downlink 19.113000 delivery 53 82
