Interface eth0 has index 2
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.067000 delivery 31 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.183000 delivery 20 82
downlink 6.207000 limbodelivery 44 82
downlink 6.207000 delivery 31 160
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.229000 delivery 39 82
downlink 6.269000 limbodelivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.269000 delivery 79 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.374000 delivery 58 82
downlink 6.387000 limbodelivery 71 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 53 82
downlink 6.387000 delivery 52 82
downlink 6.387000 delivery 52 82
downlink 6.387000 delivery 52 82
downlink 6.425000 limbodelivery 77 60
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.425000 delivery 64 82
downlink 6.458000 limbodelivery 97 82
downlink 6.458000 delivery 88 82
downlink 6.458000 delivery 88 82
downlink 6.458000 delivery 88 82
downlink 6.458000 delivery 88 82
downlink 6.458000 delivery 88 82
downlink 6.458000 delivery 88 82
downlink 6.458000 delivery 88 82
downlink 6.458000 delivery 87 82
